date,product,category,region,sales,revenue
2026-04-09,Headphones,Accessories,North,156,138840
2026-04-09,Webcam,Accessories,North,116,181424
2026-04-09,Speaker,Accessories,North,194,221742
2026-04-10,Keyboard,Accessories,North,142,213568
2026-04-10,Mouse,Accessories,North,151,87278
2026-04-10,Headphones,Accessories,North,108,143316
2026-04-10,Webcam,Accessories,North,193,251672
2026-04-10,Speaker,Accessories,North,33,58179
2026-04-11,Keyboard,Accessories,North,57,67032
2026-04-11,Mouse,Accessories,North,185,91390
2026-04-11,Headphones,Accessories,North,133,169708
2026-04-11,Webcam,Accessories,North,47,82579
2026-04-11,Speaker,Accessories,North,143,130416
2026-04-12,Keyboard,Accessories,North,48,14640
2026-04-12,Mouse,Accessories,North,173,272302
2026-04-12,Headphones,Accessories,North,58,85202
2026-04-12,Webcam,Accessories,North,199,216313
2026-04-12,Speaker,Accessories,North,36,26856
2026-04-13,Keyboard,Accessories,North,155,135935
2026-04-13,Mouse,Accessories,North,168,200760
2026-04-13,Headphones,Accessories,North,131,93403
2026-04-13,Webcam,Accessories,North,193,195702
2026-04-13,Speaker,Accessories,North,53,16112
2026-04-14,Keyboard,Accessories,North,115,142025
2026-04-14,Mouse,Accessories,North,158,104912
2026-04-14,Headphones,Accessories,North,143,81796
2026-04-14,Webcam,Accessories,North,60,23460
2026-04-14,Speaker,Accessories,North,174,252300
2026-04-15,Keyboard,Accessories,North,29,27782
2026-04-15,Mouse,Accessories,North,80,54160
2026-04-15,Headphones,Accessories,North,153,197982
2026-04-15,Webcam,Accessories,North,24,25080
2026-04-15,Speaker,Accessories,North,143,227084
2026-04-16,Keyboard,Accessories,North,178,137238
2026-04-16,Mouse,Accessories,North,184,287040
2026-04-16,Headphones,Accessories,North,205,128330
2026-04-16,Webcam,Accessories,North,69,22494
2026-04-16,Speaker,Accessories,North,80,143120
2026-04-17,Keyboard,Accessories,North,80,97440
2026-04-17,Mouse,Accessories,North,60,64620
2026-04-17,Headphones,Accessories,North,183,179889
2026-04-17,Webcam,Accessories,North,117,117351
2026-04-17,Speaker,Accessories,North,88,26576
2026-04-18,Keyboard,Accessories,North,114,45030
2026-04-18,Mouse,Accessories,North,113,158765
2026-04-18,Headphones,Accessories,North,115,42320
2026-04-18,Webcam,Accessories,North,176,136048
2026-04-18,Speaker,Accessories,North,152,222072
2026-04-19,Keyboard,Accessories,North,83,41832
2026-04-19,Mouse,Accessories,North,70,20160
2026-04-19,Headphones,Accessories,North,101,66862
2026-04-19,Webcam,Accessories,North,135,210060
2026-04-19,Speaker,Accessories,North,99,47025
2026-04-20,Keyboard,Accessories,North,200,215400
2026-04-20,Mouse,Accessories,North,107,147339
2026-04-20,Headphones,Accessories,North,187,319957
2026-04-20,Webcam,Accessories,North,103,170465
2026-04-20,Speaker,Accessories,North,171,142272
2026-04-21,Keyboard,Accessories,North,35,32515
2026-04-21,Mouse,Accessories,North,169,195702
2026-04-21,Headphones,Accessories,North,141,58233
2026-04-21,Webcam,Accessories,North,130,145600
2026-04-21,Speaker,Accessories,North,74,72446
2026-04-22,Keyboard,Accessories,North,189,142128
2026-04-22,Mouse,Accessories,North,119,62356
2026-04-22,Headphones,Accessories,North,103,77868
2026-04-22,Webcam,Accessories,North,86,140008
2026-04-22,Speaker,Accessories,North,33,34188
2026-04-23,Keyboard,Accessories,North,47,62416
2026-04-23,Mouse,Accessories,North,92,91264
2026-04-23,Headphones,Accessories,North,24,27024
2026-04-23,Webcam,Accessories,North,82,34030
2026-04-23,Speaker,Accessories,North,99,72765
2026-04-24,Keyboard,Accessories,North,40,18720
2026-04-24,Mouse,Accessories,North,149,243466
2026-04-24,Headphones,Accessories,North,122,199226
2026-04-24,Webcam,Accessories,North,148,163244
2026-04-24,Speaker,Accessories,North,97,75369
2026-04-25,Keyboard,Accessories,North,69,84249
2026-04-25,Mouse,Accessories,North,114,121182
2026-04-25,Headphones,Accessories,North,57,90915
2026-04-25,Webcam,Accessories,North,136,100096
2026-04-25,Speaker,Accessories,North,23,29716
2026-04-26,Keyboard,Accessories,North,87,126585
2026-04-26,Mouse,Accessories,North,152,218576
2026-04-26,Headphones,Accessories,North,174,187398
2026-04-26,Webcam,Accessories,North,63,77112
2026-04-26,Speaker,Accessories,North,168,245784
2026-04-27,Keyboard,Accessories,North,67,113297
2026-04-27,Mouse,Accessories,North,81,92502
2026-04-27,Headphones,Accessories,North,74,125430
2026-04-27,Webcam,Accessories,North,39,56160
2026-04-27,Speaker,Accessories,North,24,41424
2026-04-28,Keyboard,Accessories,North,133,36841
2026-04-28,Mouse,Accessories,North,29,18473
2026-04-28,Headphones,Accessories,North,127,107061
2026-04-28,Webcam,Accessories,North,113,102378
2026-04-28,Speaker,Accessories,North,150,219000
2026-04-29,Keyboard,Accessories,North,178,318620
2026-04-29,Mouse,Accessories,North,124,134168
2026-04-29,Headphones,Accessories,North,145,72645
2026-04-29,Webcam,Accessories,North,153,270657
2026-04-29,Speaker,Accessories,North,138,81972
2026-04-30,Keyboard,Accessories,North,130,134290
2026-04-30,Mouse,Accessories,North,130,150670
2026-04-30,Headphones,Accessories,North,76,26752
2026-04-30,Webcam,Accessories,North,32,25600
2026-04-30,Speaker,Accessories,North,159,100806
