date,product,category,region,sales,revenue
2026-04-12,Laptop,Electronics,South,260,105040
2026-04-12,Mobile,Electronics,South,130,154700
2026-04-12,Tablet,Electronics,South,187,148291
2026-04-12,Monitor,Electronics,South,32,42720
2026-04-12,Camera,Electronics,South,248,108624
2026-04-13,Laptop,Electronics,South,210,97440
2026-04-13,Mobile,Electronics,South,283,406954
2026-04-13,Tablet,Electronics,South,71,126238
2026-04-13,Monitor,Electronics,South,183,177144
2026-04-13,Camera,Electronics,South,48,70032
2026-04-14,Laptop,Electronics,South,249,397404
2026-04-14,Mobile,Electronics,South,66,107844
2026-04-14,Tablet,Electronics,South,224,97440
2026-04-14,Monitor,Electronics,South,243,238869
2026-04-14,Camera,Electronics,South,141,150024
2026-04-15,Laptop,Electronics,South,32,57568
2026-04-15,Mobile,Electronics,South,254,265684
2026-04-15,Tablet,Electronics,South,240,252240
2026-04-15,Monitor,Electronics,South,180,122580
2026-04-15,Camera,Electronics,South,117,56979
2026-04-16,Laptop,Electronics,South,161,188853
2026-04-16,Mobile,Electronics,South,210,292740
2026-04-16,Tablet,Electronics,South,118,142190
2026-04-16,Monitor,Electronics,South,175,155050
2026-04-16,Camera,Electronics,South,243,240570
2026-04-17,Laptop,Electronics,South,92,29440
2026-04-17,Mobile,Electronics,South,192,80640
2026-04-17,Tablet,Electronics,South,45,66060
2026-04-17,Monitor,Electronics,South,253,340285
2026-04-17,Camera,Electronics,South,149,154364
2026-04-18,Laptop,Electronics,South,149,255535
2026-04-18,Mobile,Electronics,South,33,26367
2026-04-18,Tablet,Electronics,South,200,52800
2026-04-18,Monitor,Electronics,South,214,339404
2026-04-18,Camera,Electronics,South,162,279936
2026-04-19,Laptop,Electronics,South,232,92104
2026-04-19,Mobile,Electronics,South,74,30710
2026-04-19,Tablet,Electronics,South,76,43016
2026-04-19,Monitor,Electronics,South,196,138376
2026-04-19,Camera,Electronics,South,214,246742
2026-04-20,Laptop,Electronics,South,79,100488
2026-04-20,Mobile,Electronics,South,226,105542
2026-04-20,Tablet,Electronics,South,137,237010
2026-04-20,Monitor,Electronics,South,114,158916
2026-04-20,Camera,Electronics,South,107,142096
2026-04-21,Laptop,Electronics,South,250,80500
2026-04-21,Mobile,Electronics,South,49,81585
2026-04-21,Tablet,Electronics,South,247,135850
2026-04-21,Monitor,Electronics,South,42,21588
2026-04-21,Camera,Electronics,South,40,51280
2026-04-22,Laptop,Electronics,South,236,159772
2026-04-22,Mobile,Electronics,South,128,62592
2026-04-22,Tablet,Electronics,South,197,102046
2026-04-22,Monitor,Electronics,South,92,153640
2026-04-22,Camera,Electronics,South,215,273910
2026-04-23,Laptop,Electronics,South,214,85814
2026-04-23,Mobile,Electronics,South,218,73902
2026-04-23,Tablet,Electronics,South,63,61047
2026-04-23,Monitor,Electronics,South,78,28314
2026-04-23,Camera,Electronics,South,278,176808
2026-04-24,Laptop,Electronics,South,278,407826
2026-04-24,Mobile,Electronics,South,132,58212
2026-04-24,Tablet,Electronics,South,234,305604
2026-04-24,Monitor,Electronics,South,40,66800
2026-04-24,Camera,Electronics,South,145,96860
2026-04-25,Laptop,Electronics,South,202,234926
2026-04-25,Mobile,Electronics,South,200,253800
2026-04-25,Tablet,Electronics,South,124,37944
2026-04-25,Monitor,Electronics,South,170,292570
2026-04-25,Camera,Electronics,South,62,102920
2026-04-26,Laptop,Electronics,South,163,259170
2026-04-26,Mobile,Electronics,South,224,64512
2026-04-26,Tablet,Electronics,South,48,85776
2026-04-26,Monitor,Electronics,South,50,20350
2026-04-26,Camera,Electronics,South,274,340856
2026-04-27,Laptop,Electronics,South,130,214890
2026-04-27,Mobile,Electronics,South,228,218196
2026-04-27,Tablet,Electronics,South,174,162864
2026-04-27,Monitor,Electronics,South,284,149952
2026-04-27,Camera,Electronics,South,163,238306
2026-04-28,Laptop,Electronics,South,231,341187
2026-04-28,Mobile,Electronics,South,184,294768
2026-04-28,Tablet,Electronics,South,153,159426
2026-04-28,Monitor,Electronics,South,35,8750
2026-04-28,Camera,Electronics,South,37,35890
2026-04-29,Laptop,Electronics,South,228,322392
2026-04-29,Mobile,Electronics,South,55,18205
2026-04-29,Tablet,Electronics,South,195,299715
2026-04-29,Monitor,Electronics,South,124,72912
2026-04-29,Camera,Electronics,South,243,127089
2026-04-30,Laptop,Electronics,South,88,61072
2026-04-30,Mobile,Electronics,South,202,301384
2026-04-30,Tablet,Electronics,South,202,264822
2026-04-30,Monitor,Electronics,South,274,492104
2026-04-30,Camera,Electronics,South,68,26248
